"1.  ","A-150 Tissue-Equivalent Plastic (A150TEP)",,,,,
,6000,-0.922582,6000,0.500017,6000,0.000051
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Photons",1000,-0.077418,1000,0.499983,1000,0.000051
,6000,-0.922582,6000,0.500017,6000,0.000051
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"CEPXS Form:","material","H",0.077418,,,
,,"C",0.922582,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"matname","Acetylene",,,,
,"density",0.001097,,,,
"Comments & references:",,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=101.",,,,,,
"Formula from CRC Handbook of Chemistry and Physics, 89th edition, page 3-6.",,,,,,
0,,,,,,
"Density and weight fractions from http://physics.nist.gov/PhysRefData/XrayMassCoef/tab2.html.",,,,,,
"Note:  This NIST data yields a CO2 content in air of about 299 ppm by volume whereas measurements",,,,,,
"at the Mauna Loa Observatory indicate an average CO2 content of 377.38 ppm in 2004 ",,,,,,
"(CRC Handbook of Chemistry and Physics, 90th edition, page 14-28).",,,,,,
0,,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=105.",,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
"Density from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=013.",,,,,,
,,,,,,
,,,,,,
,,,,,,
"4.  ","Air (dry, near sea level)",,,,,
"Formula =","-",,"Molecular weight (g/mole) =","Molecular weight (g/mole) =",,"-"
"Density (g/cm3) =",,0.001205,"Total atom density (atoms/b-cm) =",,,4.988E-05
"The above density is estimated to be accurate to 4 significant digits.  Dealing with uncertainties is left to the user.",,,,,,
"The following data was calculated from the input weight fractions.",,,,,,
,,,,,,
,,,"Weight","Atom","Atom",
"Element","Neutron ZA","Photon ZA","Fraction","Fraction","Density",
"C",6000,6000,0.000124,0.000150,0.000000,
"N",7014,7000,0.755268,0.784431,0.000039,
"O",8016,8000,0.231781,0.210748,0.000011,
"Ar",18000,18000,0.012827,0.004671,0.000000,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Total",,,1.000000,1.000000,0.000050,
,,,,,,
"MCNP Form","Weight Fractions",,"Atom Fractions",,"Atom Densities",
"Neutrons",6000,-0.000124,6000,0.000150,6000,0.000000
,7014,-0.755268,7014,0.784431,7014,0.000039
,8016,-0.231781,8016,0.210748,8016,0.000011
,18000,-0.012827,18000,0.004671,18000,0.000000
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Photons",6000,-0.000124,6000,0.000150,6000,0.000000
,7000,-0.755268,7000,0.784431,7000,0.000039
,8000,-0.231781,8000,0.210748,8000,0.000011
,18000,-0.012827,18000,0.004671,18000,0.000000
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"CEPXS Form:","material","C",0.000124,,,
,,"N",0.755268,,,
,,"O",0.231781,,,
,,"Ar",0.012827,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"matname","Air (dry, near sea level)",,,,
,"density",0.001205,,,,
"Comments & references:",,,,,,
"Density and weight fractions from http://physics.nist.gov/PhysRefData/XrayMassCoef/tab2.html.",,,,,,
"Note:  This NIST data yields a CO2 content in air of about 299 ppm by volume whereas measurements",,,,,,
"at the Mauna Loa Observatory indicate an average CO2 content of 377.38 ppm in 2004 ",,,,,,
"(CRC Handbook of Chemistry and Physics, 90th edition, page 14-28).",,,,,,
0,,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=105.",,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
"Density from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=013.",,,,,,
0,,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=106.",,,,,,
"Formula from CRC Handbook of Chemistry and Physics, 89th edition, page 4-45.",,,,,,
,,,,,,
,,,,,,
,,,,,,
"5.  ","Alanine",,,,,
"Formula =","-",,"Molecular weight (g/mole) =","Molecular weight (g/mole) =",,"-"
"Density (g/cm3) =",,1.420000,"Total atom density (atoms/b-cm) =",,,1.248E-01
"The above density is estimated to be accurate to 3 significant digits.  Dealing with uncertainties is left to the user.",,,,,,
"The following data was calculated from the input weight fractions.",,,,,,
,,,,,,
,,,"Weight","Atom","Atom",
"Element","Neutron ZA","Photon ZA","Fraction","Fraction","Density",
"H",1001,1000,0.079190,0.538450,0.067185,
"C",6000,6000,0.404439,0.230778,0.028795,
"N",7014,7000,0.157213,0.076924,0.009598,
"O",8016,8000,0.359159,0.153848,0.019197,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Total",,,1.000001,1.000000,0.124776,
,,,,,,
"MCNP Form","Weight Fractions",,"Atom Fractions",,"Atom Densities",
"Neutrons",1001,-0.079190,1001,0.538450,1001,0.067185
,6000,-0.404439,6000,0.230778,6000,0.028795
,7014,-0.157213,7014,0.076924,7014,0.009598
,8016,-0.359159,8016,0.153848,8016,0.019197
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Photons",1000,-0.079190,1000,0.538450,1000,0.067185
,6000,-0.404439,6000,0.230778,6000,0.028795
,7000,-0.157213,7000,0.076924,7000,0.009598
,8000,-0.359159,8000,0.153848,8000,0.019197
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"CEPXS Form:","material","H",0.079190,,,
,,"C",0.404439,,,
,,"N",0.157213,,,
,,"O",0.359159,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"matname","Alanine",,,,
,"density",1.420000,,,,
"Comments & references:",,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=105.",,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
"Density from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=013.",,,,,,
0,,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=106.",,,,,,
"Formula from CRC Handbook of Chemistry and Physics, 89th edition, page 4-45.",,,,,,
"Also called alumina or corundum (http://en.wikipedia.org/wiki/Aluminum_oxide).  Bulk density for alumina is",,,,,,
"0.64 at http://www.powderandbulk.com/resources/bulk_density/material_bulk_density_chart_a.htm",,,,,,
0,,,,,,
"Density = 2.78 g/cm3 and weight fractions from http://www.matweb.com/search/DataSheet.aspx?MatGUID=",,,,,,
"642e240585794f0ab91428aa78c27b4e.  ",,,,,,
,,,,,,
,,,,,,
,,,,,,
"6.  ","Aluminum",,,,,
"Formula =","Al",,"Molecular weight (g/mole) =","Molecular weight (g/mole) =",,26.981538
"Density (g/cm3) =",,2.698900,"Total atom density (atoms/b-cm) =",,,6.024E-02
"The above density is estimated to be accurate to 4 significant digits.  Dealing with uncertainties is left to the user.",,,,,,
"The following data was calculated from the input formula.",,,,,,
,,,,,,
,,,"Weight","Atom","Atom",
"Element","Neutron ZA","Photon ZA","Fraction","Fraction","Density",
"Al",13027,13000,1.000000,1.000000,0.060238,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Total",,,1.000000,1.000000,0.060238,
,,,,,,
"MCNP Form","Weight Fractions",,"Atom Fractions",,"Atom Densities",
"Neutrons",13027,-1.000000,13027,1.000000,13027,0.060238
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Photons",13000,-1.000000,13000,1.000000,13000,0.060238
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"CEPXS Form:","material","Al",1.000000,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"matname","Aluminum",,,,
,"density",2.698900,,,,
"Comments & references:",,,,,,
"Density from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=013.",,,,,,
0,,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=106.",,,,,,
"Formula from CRC Handbook of Chemistry and Physics, 89th edition, page 4-45.",,,,,,
"Also called alumina or corundum (http://en.wikipedia.org/wiki/Aluminum_oxide).  Bulk density for alumina is",,,,,,
"0.64 at http://www.powderandbulk.com/resources/bulk_density/material_bulk_density_chart_a.htm",,,,,,
0,,,,,,
"Density = 2.78 g/cm3 and weight fractions from http://www.matweb.com/search/DataSheet.aspx?MatGUID=",,,,,,
"642e240585794f0ab91428aa78c27b4e.  ",,,,,,
"Weight fractions for Mg, Al, Mn and Cu set at the average of the allowed range.  Weight fractions",,,,,,
" for Si, Ti, Cr, Fe, and Zn were set at 56.7% of their upper limits to allow the total to sum to unity.",,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
,,,,,,
,,,,,,
,,,,,,
"7.  ","Aluminum Oxide",,,,,
"Formula =","Al2O3",,"Molecular weight (g/mole) =","Molecular weight (g/mole) =",,101.961276
"Density (g/cm3) =",,3.970000,"Total atom density (atoms/b-cm) =",,,1.172E-01
"The above density is estimated to be accurate to 3 significant digits.  Dealing with uncertainties is left to the user.",,,,,,
"The following data was calculated from the input weight fractions.",,,,,,
,,,,,,
,,,"Weight","Atom","Atom",
"Element","Neutron ZA","Photon ZA","Fraction","Fraction","Density",
"O",8016,8000,0.470749,0.600000,0.070344,
"Al",13027,13000,0.529251,0.400000,0.046896,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Total",,,1.000000,1.000000,0.117240,
,,,,,,
"MCNP Form","Weight Fractions",,"Atom Fractions",,"Atom Densities",
"Neutrons",8016,-0.470749,8016,0.600000,8016,0.070344
,13027,-0.529251,13027,0.400000,13027,0.046896
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Photons",8000,-0.470749,8000,0.600000,8000,0.070344
,13000,-0.529251,13000,0.400000,13000,0.046896
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"CEPXS Form:","material","O",0.470749,,,
,,"Al",0.529251,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"matname","Aluminum Oxide",,,,
,"density",3.970000,,,,
"Comments & references:",,,,,,
"Density and weight fractions from http://physics.nist.gov/cgi-bin/Star/compos.pl?matno=106.",,,,,,
"Formula from CRC Handbook of Chemistry and Physics, 89th edition, page 4-45.",,,,,,
"Also called alumina or corundum (http://en.wikipedia.org/wiki/Aluminum_oxide).  Bulk density for alumina is",,,,,,
"0.64 at http://www.powderandbulk.com/resources/bulk_density/material_bulk_density_chart_a.htm",,,,,,
0,,,,,,
"Density = 2.78 g/cm3 and weight fractions from http://www.matweb.com/search/DataSheet.aspx?MatGUID=",,,,,,
"642e240585794f0ab91428aa78c27b4e.  ",,,,,,
"Weight fractions for Mg, Al, Mn and Cu set at the average of the allowed range.  Weight fractions",,,,,,
" for Si, Ti, Cr, Fe, and Zn were set at 56.7% of their upper limits to allow the total to sum to unity.",,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
,,,,,,
,,,,,,
,,,,,,
"8.  ","Aluminum, alloy 2024-O",,,,,
"Formula =","-",,"Molecular weight (g/mole) =","Molecular weight (g/mole) =",,"-"
"Density (g/cm3) =",,2.780000,"Total atom density (atoms/b-cm) =",,,6.022E-02
"The above density is estimated to be accurate to 3 significant digits.  Dealing with uncertainties is left to the user.",,,,,,
"The following data was calculated from the input weight fractions.",,,,,,
,,,,,,
,,,"Weight","Atom","Atom",
"Element","Neutron ZA","Photon ZA","Fraction","Fraction","Density",
"Mg",12000,12000,0.015000,0.017158,0.001033,
"Al",13027,13000,0.927000,0.955163,0.057519,
"Si",14000,14000,0.002830,0.002801,0.000169,
"Ti",22000,22000,0.000850,0.000494,0.000030,
"Cr",24000,24000,0.000570,0.000305,0.000018,
"Mn",25055,25000,0.006000,0.003036,0.000183,
"Fe",26000,26000,0.002830,0.001409,0.000085,
"Cu",29000,29000,0.043500,0.019031,0.001146,
"Zn",30000,30000,0.001420,0.000604,0.000036,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Total",,,1.000000,1.000000,0.060219,
,,,,,,
"MCNP Form","Weight Fractions",,"Atom Fractions",,"Atom Densities",
"Neutrons",12000,-0.015000,12000,0.017158,12000,0.001033
,13027,-0.927000,13027,0.955163,13027,0.057519
,14000,-0.002830,14000,0.002801,14000,0.000169
,22000,-0.000850,22000,0.000494,22000,0.000030
,24000,-0.000570,24000,0.000305,24000,0.000018
,25055,-0.006000,25055,0.003036,25055,0.000183
,26000,-0.002830,26000,0.001409,26000,0.000085
,29000,-0.043500,29000,0.019031,29000,0.001146
,30000,-0.001420,30000,0.000604,30000,0.000036
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Photons",12000,-0.015000,12000,0.017158,12000,0.001033
,13000,-0.927000,13000,0.955163,13000,0.057519
,14000,-0.002830,14000,0.002801,14000,0.000169
,22000,-0.000850,22000,0.000494,22000,0.000030
,24000,-0.000570,24000,0.000305,24000,0.000018
,25000,-0.006000,25000,0.003036,25000,0.000183
,26000,-0.002830,26000,0.001409,26000,0.000085
,29000,-0.043500,29000,0.019031,29000,0.001146
,30000,-0.001420,30000,0.000604,30000,0.000036
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"CEPXS Form:","material","Mg",0.015000,,,
,,"Al",0.927000,,,
,,"Si",0.002830,,,
,,"Ti",0.000850,,,
,,"Cr",0.000570,,,
,,"Mn",0.006000,,,
,,"Fe",0.002830,,,
,,"Cu",0.043500,,,
,,"Zn",0.001420,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"matname","Aluminum, alloy 2024-O",,,,
,"density",2.780000,,,,
"Comments & references:",,,,,,
"Density = 2.78 g/cm3 and weight fractions from http://www.matweb.com/search/DataSheet.aspx?MatGUID=",,,,,,
"642e240585794f0ab91428aa78c27b4e.  ",,,,,,
"Weight fractions for Mg, Al, Mn and Cu set at the average of the allowed range.  Weight fractions",,,,,,
" for Si, Ti, Cr, Fe, and Zn were set at 56.7% of their upper limits to allow the total to sum to unity.",,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
"Density = 2.59 g/cm3 and weight fractions from www.alcoa.com/mill_products/catalog/pdf/alloy2090-t83te",,,,,,
"chsheet.pdf and http://www.matweb.com/search/DataSheet.aspx?MatGUID=a79a000ba9314c8d90fe75d",,,,,,
"c76efcc8a.  Weight fractions for Li, Al, Cu, and Zr set at the average of the allowed range.  Weight fractions",,,,,,
"for Mg, Si, Ti, Cr, Mn, Fe, and Zn were set at 65.2% of their upper limits to allow the total to sum to unity.",,,,,,
,,,,,,
,,,,,,
,,,,,,
"9.  ","Aluminum, alloy 2090-T83",,,,,
"Formula =","-",,"Molecular weight (g/mole) =","Molecular weight (g/mole) =",,"-"
"Density (g/cm3) =",,2.590000,"Total atom density (atoms/b-cm) =",,,6.054E-02
"The above density is estimated to be accurate to 3 significant digits.  Dealing with uncertainties is left to the user.",,,,,,
"The following data was calculated from the input weight fractions.",,,,,,
,,,,,,
,,,"Weight","Atom","Atom",
"Element","Neutron ZA","Photon ZA","Fraction","Fraction","Density",
"Li","-",3000,0.022500,0.083519,0.005056,
"Mg",12000,12000,0.001630,0.001728,0.000105,
"Al",13027,13000,0.944000,0.901423,0.054570,
"Si",14000,14000,0.000650,0.000596,0.000036,
"Ti",22000,22000,0.000980,0.000527,0.000032,
"Cr",24000,24000,0.000330,0.000164,0.000010,
"Mn",25055,25000,0.000330,0.000155,0.000009,
"Fe",26000,26000,0.000780,0.000360,0.000022,
"Cu",29000,29000,0.027000,0.010947,0.000663,
"Zn",30000,30000,0.000650,0.000256,0.000015,
"Zr",40000,40000,0.001150,0.000325,0.000020,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"Total",,,1.000000,1.000000,0.060538,
,,,,,,
"MCNP Form","Weight Fractions",,"Atom Fractions",,"Atom Densities",
"Neutrons","-",-0.022500,"-",0.083519,"-",0.005056
